customerID,ChurnStatus,Churn,gender,SeniorCitizenLabel,Partner,Dependents,tenure,TenureGroup,Contract,PaymentMethod,PaperlessBilling,InternetService,PhoneService,MonthlyCharges,ChargesBand,TotalCharges,CLV,RuleBasedRisk,SeniorCitizen,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChurnLabel
0239-OXEXL,Active,0,Female,No,No,No,46,25–48 months,Month-to-month,Mailed check,No,Fiber optic,Yes,84.25,High ($65–95),3847.6,3875.5,Low Risk,0,Yes,Yes,Yes,No,No,No,No,No
2675-IJRGJ,Active,0,Male,No,No,No,53,49–72 months,Two year,Bank transfer (automatic),No,No,Yes,19.65,Low (<$35),978.0,1041.45,Low Risk,0,No,No,No,No,No,No,No,No
7049-GKVZY,Active,0,Female,No,No,No,17,13–24 months,One year,Credit card (automatic),No,DSL,Yes,79.85,High ($65–95),1387.35,1357.45,Low Risk,0,No,Yes,Yes,No,Yes,Yes,Yes,No
8577-QSOCG,Active,0,Female,No,Yes,Yes,38,25–48 months,Two year,Mailed check,Yes,No,Yes,20.2,Low (<$35),746.05,767.6,Low Risk,0,No,No,No,No,No,No,No,No
3721-CNZHX,Active,0,Male,No,No,No,15,13–24 months,One year,Mailed check,No,No,Yes,19.8,Low (<$35),304.6,297.0,Low Risk,0,No,No,No,No,No,No,No,No
0212-ISBBF,Active,0,Female,No,No,No,22,13–24 months,Month-to-month,Electronic check,Yes,DSL,No,50.35,Medium ($35–65),1098.85,1107.7,Medium Risk,0,No,No,Yes,No,No,Yes,Yes,No
9185-TQCVP,Churned,1,Male,No,Yes,No,14,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,85.15,High ($65–95),1139.2,1192.1,Medium Risk,0,Yes,No,No,No,No,No,Yes,Yes
3585-YNADK,Active,0,Female,No,Yes,No,57,49–72 months,One year,Bank transfer (automatic),No,DSL,Yes,74.6,High ($65–95),4368.95,4252.2,Low Risk,0,Yes,No,Yes,Yes,Yes,Yes,No,No
5271-DBYSJ,Active,0,Male,Yes,No,No,11,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,79.15,High ($65–95),827.7,870.65,High Risk,1,No,No,No,No,No,No,Yes,No
1099-GODLO,Active,0,Female,No,Yes,Yes,1,0–12 months,Two year,Mailed check,No,No,Yes,20.35,Low (<$35),20.35,20.35,Low Risk,0,No,No,No,No,No,No,No,No
6828-HMKWP,Active,0,Male,No,Yes,Yes,12,0–12 months,Two year,Bank transfer (automatic),No,No,Yes,21.05,Low (<$35),262.05,252.6,Low Risk,0,No,No,No,No,No,No,No,No
5567-WSELE,Churned,1,Male,Yes,Yes,No,3,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.6,High ($65–95),279.55,283.8,High Risk,1,Yes,No,No,No,No,Yes,Yes,Yes
1472-TNCWL,Active,0,Male,No,No,Yes,36,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.7,High ($65–95),3512.5,3409.2,Low Risk,0,No,No,Yes,No,No,Yes,Yes,No
8063-RJYNF,Churned,1,Male,No,No,No,16,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.25,High ($65–95),1483.25,1508.0,Medium Risk,0,No,Yes,No,No,No,Yes,Yes,Yes
0687-ZVTHB,Churned,1,Male,No,Yes,Yes,65,49–72 months,One year,Credit card (automatic),No,DSL,Yes,72.45,High ($65–95),4653.85,4709.25,Low Risk,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes
2080-GKCWQ,Active,0,Male,No,No,No,2,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,74.95,High ($65–95),151.75,149.9,High Risk,0,No,No,Yes,No,No,No,No,No
9661-ACXBS,Churned,1,Female,No,No,No,42,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,105.2,Premium (>$95),4400.75,4418.4,Low Risk,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2193-SFWQW,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),No,Fiber optic,Yes,111.95,Premium (>$95),8033.1,8060.4,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
5656-JAMLX,Active,0,Male,No,No,No,62,49–72 months,Two year,Bank transfer (automatic),No,No,Yes,19.85,Low (<$35),1253.65,1230.7,Low Risk,0,No,No,No,No,No,No,No,No
3462-BJQQA,Active,0,Female,No,No,No,6,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,89.75,High ($65–95),552.65,538.5,High Risk,0,Yes,No,Yes,No,No,Yes,No,No
0442-TDYUO,Active,0,Male,No,Yes,No,48,25–48 months,Two year,Mailed check,Yes,No,Yes,20.05,Low (<$35),1036.0,962.4,Low Risk,0,No,No,No,No,No,No,No,No
6733-LRIZX,Active,0,Male,No,No,No,35,25–48 months,Two year,Electronic check,Yes,Fiber optic,Yes,108.95,Premium (>$95),4025.5,3813.25,Low Risk,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No
9503-XJUME,Active,0,Male,No,No,Yes,52,49–72 months,One year,Credit card (automatic),No,No,Yes,19.65,Low (<$35),928.4,1021.8,Low Risk,0,No,No,No,No,No,No,No,No
4367-NHWMM,Active,0,Female,No,No,No,1,0–12 months,Month-to-month,Mailed check,Yes,DSL,No,24.9,Low (<$35),24.9,24.9,High Risk,0,No,No,No,No,No,No,No,No
3727-RJMEO,Churned,1,Male,No,Yes,No,6,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,82.85,High ($65–95),460.25,497.1,High Risk,0,Yes,No,No,No,No,Yes,No,Yes
3779-OSWCF,Active,0,Female,No,Yes,No,71,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,93.2,High ($65–95),6506.15,6617.2,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
6736-DHUQI,Active,0,Female,No,Yes,Yes,67,49–72 months,One year,Bank transfer (automatic),No,Fiber optic,Yes,84.8,High ($65–95),5598.3,5681.6,Low Risk,0,No,Yes,Yes,Yes,No,No,No,No
3915-ODIYG,Active,0,Male,Yes,No,No,60,49–72 months,One year,Electronic check,Yes,DSL,Yes,71.75,High ($65–95),4374.55,4305.0,Low Risk,1,Yes,Yes,Yes,No,No,No,Yes,No
1360-RCYRT,Active,0,Male,No,Yes,Yes,23,13–24 months,Month-to-month,Bank transfer (automatic),Yes,DSL,No,30.35,Low (<$35),678.75,698.05,Medium Risk,0,No,No,No,No,Yes,No,No,No
2724-FJDYW,Active,0,Male,No,No,Yes,39,25–48 months,One year,Bank transfer (automatic),No,DSL,No,54.85,Medium ($35–65),2191.7,2139.15,Low Risk,0,No,No,No,Yes,Yes,Yes,Yes,No
4451-RWASJ,Active,0,Male,No,Yes,Yes,15,13–24 months,One year,Mailed check,Yes,No,Yes,19.5,Low (<$35),239.75,292.5,Low Risk,0,No,No,No,No,No,No,No,No
6646-VRFOL,Churned,1,Male,Yes,Yes,No,53,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,103.85,Premium (>$95),5485.5,5504.05,Low Risk,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes
3460-TJBWI,Active,0,Male,No,Yes,Yes,24,13–24 months,Two year,Mailed check,No,No,Yes,24.2,Low (<$35),609.05,580.8,Low Risk,0,Yes,No,No,No,No,No,No,No
5917-HBSDW,Active,0,Female,No,Yes,Yes,37,25–48 months,Month-to-month,Electronic check,No,No,Yes,19.35,Low (<$35),683.75,715.95,Low Risk,0,No,No,No,No,No,No,No,No
5685-IIXLY,Churned,1,Female,No,Yes,Yes,5,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,83.6,High ($65–95),404.2,418.0,High Risk,0,No,No,Yes,No,No,No,Yes,Yes
5671-UUNXD,Active,0,Female,Yes,Yes,No,50,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,100.65,Premium (>$95),5189.75,5032.5,Low Risk,1,Yes,No,No,No,Yes,Yes,Yes,No
0956-ACVZC,Active,0,Female,No,No,No,54,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,94.1,High ($65–95),5060.9,5081.4,Low Risk,0,No,No,No,Yes,No,Yes,Yes,No
2325-NBPZG,Active,0,Female,No,No,No,3,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,74.55,High ($65–95),233.65,223.65,High Risk,0,No,Yes,No,No,No,No,No,No
4250-ZBWLV,Churned,1,Male,No,No,No,68,49–72 months,One year,Electronic check,No,Fiber optic,Yes,108.45,Premium (>$95),7176.55,7374.6,Low Risk,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4482-FTFFX,Active,0,Male,No,No,No,5,0–12 months,Month-to-month,Electronic check,No,DSL,Yes,56.15,Medium ($35–65),291.45,280.75,High Risk,0,No,No,No,Yes,Yes,No,No,No
8859-DZTGQ,Active,0,Male,No,No,No,33,25–48 months,Two year,Mailed check,No,No,Yes,20.35,Low (<$35),689.75,671.55,Low Risk,0,No,No,No,No,No,No,No,No
0440-MOGPM,Active,0,Female,No,No,No,41,25–48 months,One year,Electronic check,Yes,DSL,Yes,80.55,High ($65–95),3263.9,3302.55,Low Risk,0,Yes,No,Yes,Yes,No,Yes,Yes,No
0020-JDNXP,Active,0,Female,No,Yes,Yes,34,25–48 months,One year,Mailed check,No,DSL,No,61.25,Medium ($35–65),1993.2,2082.5,Low Risk,0,No,Yes,No,Yes,Yes,Yes,Yes,No
3752-CQSJI,Active,0,Female,No,Yes,Yes,13,13–24 months,Month-to-month,Mailed check,Yes,No,Yes,20.45,Low (<$35),254.5,265.85,Medium Risk,0,No,No,No,No,No,No,No,No
5025-GOOKI,Active,0,Female,No,No,No,20,13–24 months,Month-to-month,Credit card (automatic),Yes,No,Yes,18.9,Low (<$35),347.65,378.0,Medium Risk,0,No,No,No,No,No,No,No,No
4698-KVLLG,Active,0,Female,Yes,No,No,51,49–72 months,Two year,Credit card (automatic),No,No,Yes,19.6,Low (<$35),967.9,999.6,Low Risk,1,No,No,No,No,No,No,No,No
5095-AESKG,Churned,1,Female,No,Yes,No,3,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,91.5,High ($65–95),242.95,274.5,High Risk,0,Yes,No,Yes,No,No,No,Yes,Yes
2887-JPYLU,Active,0,Female,No,No,Yes,41,25–48 months,Month-to-month,Bank transfer (automatic),No,DSL,Yes,45.2,Medium ($35–65),1841.9,1853.2,Low Risk,0,No,No,No,No,No,No,No,No
4770-QAZXN,Active,0,Female,No,No,No,13,13–24 months,Month-to-month,Credit card (automatic),No,No,Yes,19.45,Low (<$35),232.1,252.85,Medium Risk,0,No,No,No,No,No,No,No,No
4896-CPRPF,Active,0,Male,No,Yes,Yes,35,25–48 months,Two year,Bank transfer (automatic),No,No,Yes,25.45,Low (<$35),809.25,890.75,Low Risk,0,Yes,No,No,No,No,No,No,No
1871-MOWRM,Churned,1,Male,No,Yes,No,12,0–12 months,Month-to-month,Bank transfer (automatic),No,Fiber optic,Yes,80.85,High ($65–95),866.45,970.2,High Risk,0,No,Yes,No,No,Yes,No,No,Yes
9714-EDSUC,Active,0,Male,No,No,No,4,0–12 months,Month-to-month,Mailed check,Yes,Fiber optic,Yes,94.9,High ($65–95),360.55,379.6,High Risk,0,No,Yes,Yes,No,Yes,No,Yes,No
2027-OAQQC,Churned,1,Female,No,No,No,43,25–48 months,Month-to-month,Bank transfer (automatic),Yes,DSL,No,49.05,Medium ($35–65),2076.2,2109.15,Low Risk,0,No,No,No,Yes,No,Yes,Yes,Yes
0282-NVSJS,Active,0,Female,Yes,Yes,Yes,12,0–12 months,Month-to-month,Mailed check,Yes,DSL,No,29.3,Low (<$35),355.9,351.6,High Risk,1,No,No,No,No,Yes,No,No,No
9090-SGQXL,Churned,1,Male,Yes,Yes,No,68,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,105.3,Premium (>$95),7299.65,7160.4,Low Risk,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes
6595-YGXIT,Churned,1,Male,Yes,No,No,25,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,88.95,High ($65–95),2291.2,2223.75,Low Risk,1,Yes,No,Yes,No,No,Yes,No,Yes
7353-YOWFP,Active,0,Female,No,No,No,7,0–12 months,One year,Mailed check,No,No,Yes,20.25,Low (<$35),129.15,141.75,Low Risk,0,No,No,No,No,No,No,No,No
9835-ZIITK,Churned,1,Male,Yes,Yes,No,66,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,110.85,Premium (>$95),7491.75,7316.1,Low Risk,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8008-ESFLK,Active,0,Female,No,Yes,No,53,49–72 months,One year,Electronic check,No,Fiber optic,Yes,110.5,Premium (>$95),5835.5,5856.5,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
7537-CBQUZ,Active,0,Male,Yes,No,No,63,49–72 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,109.4,Premium (>$95),7031.45,6892.2,Low Risk,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1555-DJEQW,Churned,1,Female,No,Yes,Yes,70,49–72 months,Two year,Bank transfer (automatic),Yes,Fiber optic,Yes,114.2,Premium (>$95),7723.9,7994.0,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5649-TJHOV,Churned,1,Male,Yes,Yes,No,27,25–48 months,Month-to-month,Bank transfer (automatic),No,DSL,No,36.5,Medium ($35–65),1032.0,985.5,Low Risk,1,No,No,No,No,No,No,Yes,Yes
0519-XUZJU,Churned,1,Female,No,No,No,1,0–12 months,Month-to-month,Mailed check,No,Fiber optic,Yes,70.75,High ($65–95),70.75,70.75,High Risk,0,No,No,No,No,No,No,No,Yes
3363-EWLGO,Active,0,Female,No,No,No,5,0–12 months,Month-to-month,Mailed check,No,No,Yes,19.95,Low (<$35),109.6,99.75,High Risk,0,No,No,No,No,No,No,No,No
4750-UKWJK,Active,0,Female,Yes,Yes,No,37,25–48 months,One year,Mailed check,No,No,Yes,19.6,Low (<$35),727.8,725.2,Low Risk,1,No,No,No,No,No,No,No,No
6338-AVWCY,Churned,1,Male,No,No,No,3,0–12 months,Month-to-month,Mailed check,Yes,DSL,No,40.15,Medium ($35–65),130.75,120.45,High Risk,0,No,No,No,Yes,No,Yes,No,Yes
1689-YQBYY,Active,0,Female,No,No,Yes,12,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,76.6,High ($65–95),893.0,919.2,High Risk,0,Yes,No,No,No,No,No,No,No
4487-ZYJZK,Active,0,Female,No,Yes,Yes,38,25–48 months,One year,Credit card (automatic),No,No,Yes,19.6,Low (<$35),763.1,744.8,Low Risk,0,No,No,No,No,No,No,No,No
2959-FENLU,Active,0,Female,No,No,No,9,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,85.3,High ($65–95),781.4,767.7,High Risk,0,No,No,No,Yes,No,No,Yes,No
0708-LGSMF,Active,0,Male,No,Yes,No,13,13–24 months,Month-to-month,Electronic check,Yes,DSL,Yes,65.85,High ($65–95),902.25,856.05,Medium Risk,0,Yes,Yes,No,No,No,No,Yes,No
9253-QXKBE,Churned,1,Male,Yes,Yes,No,29,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.45,High ($65–95),2653.65,2739.05,Low Risk,1,Yes,No,No,No,No,Yes,Yes,Yes
7634-HLQJR,Active,0,Female,No,Yes,Yes,47,25–48 months,Two year,Credit card (automatic),No,No,Yes,20.05,Low (<$35),1016.7,942.35,Low Risk,0,No,No,No,No,No,No,No,No
0487-RPVUM,Active,0,Male,No,Yes,No,61,49–72 months,Month-to-month,Bank transfer (automatic),No,Fiber optic,Yes,99.4,Premium (>$95),5943.65,6063.4,Low Risk,0,Yes,Yes,No,Yes,Yes,Yes,No,No
4079-ULGFR,Active,0,Male,No,No,No,16,13–24 months,Month-to-month,Mailed check,No,No,Yes,20.0,Low (<$35),275.7,320.0,Medium Risk,0,No,No,No,No,No,No,No,No
2516-XSJKX,Active,0,Female,No,Yes,Yes,41,25–48 months,Two year,Electronic check,No,DSL,Yes,78.45,High ($65–95),3126.45,3216.45,Low Risk,0,No,Yes,Yes,No,Yes,Yes,Yes,No
0057-QBUQH,Active,0,Female,No,No,Yes,43,25–48 months,Two year,Electronic check,Yes,No,Yes,25.1,Low (<$35),1070.15,1079.3,Low Risk,0,Yes,No,No,No,No,No,No,No
9445-SZLCH,Churned,1,Female,No,Yes,Yes,36,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,97.35,Premium (>$95),3457.9,3504.6,Low Risk,0,Yes,No,Yes,Yes,No,Yes,No,Yes
6599-SFQVE,Active,0,Female,No,No,No,6,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,55.0,Medium ($35–65),340.4,330.0,High Risk,0,No,No,No,No,No,No,Yes,No
8331-ZXFOE,Active,0,Female,No,No,No,58,49–72 months,One year,Credit card (automatic),Yes,DSL,Yes,71.1,High ($65–95),4299.2,4123.8,Low Risk,0,Yes,Yes,Yes,Yes,Yes,No,No,No
4003-FUSHP,Active,0,Male,No,No,No,19,13–24 months,Month-to-month,Credit card (automatic),Yes,DSL,Yes,61.55,Medium ($35–65),1093.2,1169.45,Medium Risk,0,No,No,No,No,Yes,Yes,No,No
0356-ERHVT,Active,0,Male,No,Yes,No,11,0–12 months,Month-to-month,Bank transfer (automatic),Yes,DSL,Yes,45.9,Medium ($35–65),521.9,504.9,High Risk,0,No,No,No,No,No,No,No,No
7325-ENZFI,Active,0,Female,No,No,No,39,25–48 months,One year,Bank transfer (automatic),Yes,DSL,No,40.3,Medium ($35–65),1630.4,1571.7,Low Risk,0,No,Yes,Yes,No,Yes,No,No,No
4884-ZTHVF,Active,0,Female,Yes,No,No,8,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,87.1,High ($65–95),713.6,696.8,High Risk,1,No,No,Yes,No,No,Yes,No,No
3920-HIHMQ,Active,0,Female,No,No,Yes,26,25–48 months,Month-to-month,Mailed check,Yes,DSL,Yes,49.5,Medium ($35–65),1265.65,1287.0,Low Risk,0,Yes,No,No,No,No,No,No,No
3055-OYMSE,Active,0,Female,Yes,No,No,53,49–72 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,73.8,High ($65–95),4003.85,3911.4,Low Risk,1,No,No,Yes,No,No,No,No,No
0613-WUXUM,Active,0,Female,No,Yes,Yes,70,49–72 months,Two year,Mailed check,Yes,No,Yes,19.2,Low (<$35),1401.4,1344.0,Low Risk,0,No,No,No,No,No,No,No,No
7568-PODML,Churned,1,Male,No,No,No,1,0–12 months,Month-to-month,Mailed check,Yes,DSL,No,45.3,Medium ($35–65),45.3,45.3,High Risk,0,No,No,No,No,No,Yes,Yes,Yes
4458-KVRBJ,Active,0,Male,No,No,No,59,49–72 months,Two year,Mailed check,No,No,Yes,25.0,Low (<$35),1510.5,1475.0,Low Risk,0,Yes,No,No,No,No,No,No,No
5349-IECLD,Churned,1,Male,No,No,No,2,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,94.95,High ($65–95),178.1,189.9,High Risk,0,No,No,No,Yes,No,Yes,Yes,Yes
1397-XKKWR,Active,0,Male,No,No,No,7,0–12 months,One year,Mailed check,No,DSL,No,35.3,Medium ($35–65),264.8,247.1,Low Risk,0,No,Yes,No,Yes,No,No,No,No
3945-GFWQL,Churned,1,Female,No,No,Yes,12,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,44.55,Medium ($35–65),480.6,534.6,High Risk,0,No,No,No,No,No,No,No,Yes
8097-OMULG,Active,0,Male,No,Yes,Yes,59,49–72 months,One year,Credit card (automatic),No,DSL,Yes,76.75,High ($65–95),4541.9,4528.25,Low Risk,0,No,No,Yes,Yes,Yes,Yes,Yes,No
6013-BHCAW,Active,0,Male,No,Yes,Yes,61,49–72 months,Two year,Bank transfer (automatic),Yes,DSL,Yes,81.0,High ($65–95),4976.15,4941.0,Low Risk,0,Yes,No,No,Yes,Yes,Yes,Yes,No
0401-WDBXM,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),Yes,Fiber optic,Yes,105.55,Premium (>$95),7542.25,7599.6,Low Risk,0,Yes,Yes,No,Yes,No,Yes,Yes,No
3387-PLKUI,Active,0,Female,No,Yes,Yes,13,13–24 months,Month-to-month,Mailed check,No,No,Yes,18.8,Low (<$35),251.25,244.4,Medium Risk,0,No,No,No,No,No,No,No,No
6096-EGVTU,Active,0,Female,No,Yes,Yes,64,49–72 months,One year,Mailed check,No,No,Yes,24.9,Low (<$35),1595.5,1593.6,Low Risk,0,Yes,No,No,No,No,No,No,No
3797-VTIDR,Churned,1,Male,No,Yes,No,1,0–12 months,Month-to-month,Electronic check,Yes,DSL,No,23.45,Low (<$35),23.45,23.45,High Risk,0,No,No,No,No,No,No,No,Yes
5081-NWSUP,Active,0,Female,No,No,No,10,0–12 months,One year,Mailed check,No,DSL,Yes,64.9,Medium ($35–65),685.55,649.0,Low Risk,0,No,No,Yes,No,Yes,No,Yes,No
2580-ATZSQ,Active,0,Female,No,Yes,Yes,65,49–72 months,One year,Bank transfer (automatic),No,DSL,Yes,61.35,Medium ($35–65),3874.1,3987.75,Low Risk,0,No,Yes,Yes,Yes,No,No,No,No
8085-MSNLK,Active,0,Female,No,Yes,No,62,49–72 months,Two year,Mailed check,No,Fiber optic,Yes,113.95,Premium (>$95),6891.4,7064.9,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
9691-HKOVS,Active,0,Female,No,Yes,No,55,49–72 months,One year,Electronic check,Yes,DSL,Yes,90.15,High ($65–95),4916.95,4958.25,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
9881-VCZEP,Active,0,Female,No,Yes,No,25,25–48 months,Month-to-month,Electronic check,No,DSL,Yes,54.1,Medium ($35–65),1373.0,1352.5,Low Risk,0,Yes,No,Yes,No,No,No,No,No
9526-BIHHD,Churned,1,Male,No,No,No,1,0–12 months,Month-to-month,Mailed check,No,DSL,No,29.7,Low (<$35),29.7,29.7,High Risk,0,No,Yes,No,No,No,No,No,Yes
8757-TFHHJ,Active,0,Male,No,No,No,1,0–12 months,Month-to-month,Credit card (automatic),Yes,DSL,Yes,49.8,Medium ($35–65),49.8,49.8,High Risk,0,No,Yes,No,No,No,No,No,No
4523-WXCEF,Churned,1,Female,No,Yes,No,59,49–72 months,Month-to-month,Electronic check,No,Fiber optic,Yes,101.1,Premium (>$95),6039.9,5964.9,Low Risk,0,Yes,No,Yes,No,No,Yes,Yes,Yes
1468-DEFNC,Active,0,Male,Yes,Yes,Yes,64,49–72 months,Two year,Bank transfer (automatic),Yes,No,Yes,24.4,Low (<$35),1548.65,1561.6,Low Risk,1,Yes,No,No,No,No,No,No,No
5119-KEPFY,Active,0,Male,No,Yes,No,36,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,95.0,High ($65–95),3440.25,3420.0,Low Risk,0,Yes,No,No,No,No,Yes,Yes,No
8364-TRMMK,Churned,1,Female,No,No,No,3,0–12 months,Month-to-month,Mailed check,Yes,DSL,Yes,50.65,Medium ($35–65),151.3,151.95,High Risk,0,Yes,No,No,No,No,No,No,Yes
0916-KNFAJ,Active,0,Male,No,Yes,No,61,49–72 months,Two year,Mailed check,Yes,DSL,Yes,69.9,High ($65–95),4226.7,4263.9,Low Risk,0,Yes,Yes,No,Yes,No,No,Yes,No
8319-QBEHW,Active,0,Male,No,No,Yes,26,25–48 months,One year,Bank transfer (automatic),Yes,DSL,No,39.95,Medium ($35–65),1023.75,1038.7,Low Risk,0,No,No,Yes,No,No,Yes,No,No
3063-QFSZL,Churned,1,Female,No,No,No,1,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,55.4,Medium ($35–65),55.4,55.4,High Risk,0,No,No,No,No,No,No,Yes,Yes
8775-LHDJH,Churned,1,Female,Yes,Yes,No,1,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,90.6,High ($65–95),90.6,90.6,High Risk,1,Yes,No,Yes,No,No,Yes,No,Yes
9625-QNLUX,Active,0,Male,No,Yes,Yes,68,49–72 months,Two year,Credit card (automatic),Yes,Fiber optic,Yes,103.25,Premium (>$95),7074.4,7021.0,Low Risk,0,No,Yes,Yes,Yes,No,Yes,Yes,No
3097-NQYSN,Churned,1,Male,Yes,Yes,No,2,0–12 months,Month-to-month,Mailed check,Yes,Fiber optic,Yes,86.85,High ($65–95),156.35,173.7,High Risk,1,Yes,No,No,No,No,Yes,No,Yes
4024-CSNBY,Active,0,Female,No,Yes,No,72,49–72 months,Two year,Bank transfer (automatic),Yes,Fiber optic,Yes,94.25,High ($65–95),6849.75,6786.0,Low Risk,0,Yes,Yes,Yes,Yes,Yes,No,No,No
7110-BDTWG,Active,0,Female,No,Yes,No,71,49–72 months,Two year,Electronic check,Yes,DSL,No,47.05,Medium ($35–65),3263.6,3340.55,Low Risk,0,No,No,No,Yes,Yes,No,Yes,No
7493-GVFIO,Active,0,Male,No,No,No,57,49–72 months,Two year,Credit card (automatic),No,No,Yes,20.55,Low (<$35),1252.85,1171.35,Low Risk,0,No,No,No,No,No,No,No,No
0690-SRQID,Active,0,Male,No,No,No,4,0–12 months,Month-to-month,Mailed check,Yes,No,Yes,19.65,Low (<$35),67.55,78.6,High Risk,0,No,No,No,No,No,No,No,No
9605-WGJVW,Active,0,Female,Yes,No,No,1,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,70.2,High ($65–95),70.2,70.2,High Risk,1,No,No,No,No,No,No,No,No
9114-DPSIA,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,81.0,High ($65–95),5750.0,5832.0,Low Risk,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No
4700-UBQMV,Active,0,Male,No,Yes,Yes,21,13–24 months,One year,Bank transfer (automatic),Yes,DSL,Yes,75.9,High ($65–95),1549.75,1593.9,Low Risk,0,Yes,Yes,No,No,No,Yes,Yes,No
7711-GQBZC,Active,0,Female,No,Yes,Yes,71,49–72 months,Two year,Bank transfer (automatic),No,No,Yes,24.7,Low (<$35),1810.55,1753.7,Low Risk,0,Yes,No,No,No,No,No,No,No
3565-UNOCC,Churned,1,Female,Yes,Yes,No,29,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,99.05,Premium (>$95),2952.85,2872.45,Low Risk,1,Yes,No,No,Yes,No,Yes,Yes,Yes
4627-MIHJH,Active,0,Female,Yes,No,No,69,49–72 months,Two year,Credit card (automatic),No,Fiber optic,Yes,110.25,Premium (>$95),7467.55,7607.25,Low Risk,1,Yes,Yes,No,Yes,Yes,Yes,Yes,No
9795-NREXC,Active,0,Female,No,Yes,No,64,49–72 months,Two year,Credit card (automatic),Yes,DSL,Yes,85.0,High ($65–95),5484.4,5440.0,Low Risk,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No
8573-CGOCC,Active,0,Male,No,No,No,16,13–24 months,Month-to-month,Credit card (automatic),No,No,Yes,19.75,Low (<$35),294.9,316.0,Medium Risk,0,No,No,No,No,No,No,No,No
7356-AYNJP,Active,0,Female,No,No,No,4,0–12 months,One year,Electronic check,No,No,Yes,23.9,Low (<$35),97.5,95.6,Low Risk,0,Yes,No,No,No,No,No,No,No
9249-FXSCK,Churned,1,Female,No,No,No,52,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,111.25,Premium (>$95),5916.45,5785.0,Low Risk,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
